Year,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout
1984,Chittoor,21,GEN,Andhra Pradesh,N.P.Jhansi Lakshmi,Telugu Desam,"8,15,085","6,22,020",0.763
1984,Chittorgarh,19,ST,Rajasthan,Nirmla Kumari,Indian National Congress,"8,03,392","4,39,081",0.547
1984,Churu,3,GEN,Rajasthan,Mohar Singh,Indian National Congress,"8,31,213","5,05,986",0.609
1984,Coimbatore,20,GEN,Tamil Nadu,Kuppuswamy C. K.,Indian National Congress,"9,02,773","6,43,831",0.713
1984,Contai,31,GEN,West Bengal,Phulrenu Guha,Indian National Congress,"6,97,117","5,64,583",0.81
1984,Cooch Behar,1,SC,West Bengal,Amar Roy Prodhan,All India Forward Bloc,"7,77,024","6,60,863",0.851
1984,Cuddalore,11,GEN,Tamil Nadu,Venkatesan P.R.S.,Indian National Congress,"7,33,050","5,65,944",0.772
1984,Cuddapah,23,GEN,Andhra Pradesh,D.N.Reddy,Telugu Desam,"8,90,757","6,49,290",0.729
1984,Cuttack,6,GEN,Orissa,Jayanti Pattanik,Indian National Congress,"7,55,436","4,85,934",0.643
1984,Dadra & Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Gavli Sitaram Jivyabhai,Independent,"54,066","40,331",0.746
1984,Dahanu,11,GEN,Maharashtra,Shingada Damu Barku,Indian National Congress,"7,74,100","3,66,780",0.474
1984,Dahod,17,GEN,Gujarat,Damor Somjibhai Punjabhai,Indian National Congress,"6,67,758","2,65,136",0.397
1984,Daman And Diu,1,GEN,Daman & Diu,Data Not Available,Unknown,0,0,0
1984,Damoh,7,GEN,Uttar Pradesh and Chhattisgarh,Dal Chandra Jain,Indian National Congress,"7,71,797","4,58,902",0.595
1984,Darbhanga,15,GEN,Uttar PradeBihar,Vijay Kumar Mishra,Lok Dal,"7,70,111","4,42,007",0.574
1984,Darjeeling,4,GEN,West Bengal,Ananda Prasad Pathak,Communist Party Of India MARXIST,"8,24,564","5,61,738",0.681
1984,Dausa,7,GEN,Rajasthan,Rajesh Pilot,Indian National Congress,"8,01,509","4,66,144",0.582
1984,Davangere,6,ST,Karnataka,Channaiah Odeyar,Indian National Congress,"7,90,941","5,51,048",0.697
1984,Delhi Sadar,6,GEN,Delhi [1977 Onwards],Jagdish Tytler,Indian National Congress,"3,67,575","2,52,696",0.688
1984,Deogarh,18,GEN,Orissa,Sriballav Panigrahi,Indian National Congress,"7,32,492","4,02,116",0.549
1984,Deoria,41,GEN,Uttar Pradesh and Uttarakhand,Rajmangal Pandey,Indian National Congress,"7,93,421","4,39,872",0.554
1984,Dhanbad,47,GEN,Uttar PradeBihar,Shankar Dayal Singh,Indian National Congress,"9,23,926","5,03,143",0.545
1984,Dhandhuka,9,GEN,Gujarat,Narsinhbhai Karsanbhai Makwana,Indian National Congress,"6,91,033","3,90,367",0.565
1984,Dhar,36,ST,Uttar Pradesh and Chhattisgarh,Pratapsingh Baghel,Indian National Congress,"6,83,486","4,35,187",0.637
1984,Dharmapuri,13,SC,Tamil Nadu,M. Thambi Duriai,All India Anna Dravida Munnetra Kazhagam,"7,80,371","5,52,006",0.707
1984,Dharwad North,24,GEN,Karnataka,Naikar Dyamappa Kallappa,Indian National Congress,"7,19,826","4,50,810",0.626
1984,Dharwad South,23,GEN,Karnataka,Azeez Sait,Indian National Congress,"7,00,921","5,00,375",0.714
1984,Dhenkanal,19,GEN,Orissa,Raja Kamakhya Prasad Singh Deo Mahindra Bahadur,Indian National Congress,"6,96,446","4,17,650",0.6
1984,Dhubri,4,GEN,Assam,Abdul Hamid,Independent,"7,40,858","6,42,847",0.868
1984,Dhule,14,GEN,Maharashtra,Bhoye Reshama Motiram,Indian National Congress,"7,06,445","4,04,435",0.573
1984,Diamond Harbour,17,GEN,West Bengal,Amal Datta,Communist Party Of India MARXIST,"7,95,313","5,98,286",0.752
1984,Dibrugarh,13,GEN,Assam,Haren Bhumji,Indian National Congress,"9,19,207","4,80,504",0.523
1984,Dindigul,23,GEN,Tamil Nadu,K.R. Natarajan,All India Anna Dravida Munnetra Kazhagam,"8,13,821","5,79,576",0.712
1984,Domariaganj,35,GEN,Uttar Pradesh and Uttarakhand,Kazi Jalil Abbasi,Indian National Congress,"7,83,353","4,46,841",0.57
1984,Dum Dum,20,SC,West Bengal,Asutosh Law,Indian National Congress,"10,05,879","7,78,814",0.774
1984,Dumka,27,ST,Uttar PradeBihar,Prithiwi Chand Kisku,Indian National Congress,"7,08,326","3,80,961",0.538
1984,Durg,21,GEN,Uttar Pradesh and Chhattisgarh,Chandulal Chandrakar,Indian National Congress,"7,54,373","5,03,048",0.667
1984,Durgapur,37,SC,West Bengal,Purna Chandra Malik,Communist Party Of India MARXIST,"8,28,869","6,45,271",0.779
1984,East Delhi,4,GEN,Delhi [1977 Onwards],H.K.L.Bhagat,Indian National Congress,"8,32,324","5,10,643",0.614
1984,Eluru,11,GEN,Andhra Pradesh,Bolla Bulli Ramaiah,Telugu Desam,"7,90,920","6,02,968",0.762
1984,Erandol,16,GEN,Maharashtra,Vijaykumar Naval Patil,Indian National Congress,"7,78,541","4,73,313",0.608
1984,Ernakulam,11,GEN,Kerala,K. V. Thomas,Indian National Congress,"7,27,741","5,51,838",0.758
1984,Etah,71,GEN,Uttar Pradesh and Uttarakhand,Muhammad Mehfooj Ali Khan Alias Pyarey Main,Lok Dal,"6,55,413","3,56,446",0.544
1984,Etawah,66,GEN,Uttar Pradesh and Uttarakhand,Raghuraj Singh,Indian National Congress,"7,22,895","4,34,031",0.6
1984,Faizabad,28,GEN,Uttar Pradesh and Uttarakhand,Nirmal Khatri,Indian National Congress,"7,23,860","3,98,335",0.55
1984,Faridabad,6,GEN,Haryana,Rahim Khan,Indian National Congress,"8,69,828","5,37,552",0.618
1984,Faridkot,12,GEN,Punjab,Shaminder Singh,Shiromani Akali Dal,"8,48,893","5,46,304",0.644
1984,Farrukhabad,68,GEN,Uttar Pradesh and Uttarakhand,Khurshed Alam Khan,Indian National Congress,"7,74,883","4,58,919",0.592
1984,Fatehpur,58,GEN,Uttar Pradesh and Uttarakhand,Hari Krishna Shastri,Indian National Congress,"7,52,578","3,82,858",0.509
1984,Ferozepur,13,GEN,Punjab,Gurdial Singh Dhillon,Indian National Congress,"8,44,964","5,77,690",0.684
1984,Firozabad,72,SC,Uttar Pradesh and Uttarakhand,Ganga Ram,Indian National Congress,"7,17,338","3,42,816",0.478
1984,Gandhinagar,11,GEN,Gujarat,G.I.Patel,Indian National Congress,"9,29,582","5,54,174",0.596
1984,Ganganagar,1,SC,Rajasthan,Birbal,Indian National Congress,"8,29,728","4,52,831",0.546
1984,Garhwal,2,GEN,Uttar Pradesh and Uttarakhand,Chandra Mohan Singh,Indian National Congress,"6,62,209","3,49,684",0.528
1984,Gauhati,7,GEN,Assam,Dinesh Goswami,Independent,"8,74,981","7,20,667",0.824
1984,Gaya,43,SC,Uttar PradeBihar,Ram Swaroop Ram,Indian National Congress,"8,11,699","5,39,430",0.665
1984,Ghatampur,63,SC,Uttar Pradesh and Uttarakhand,Askaran,Indian National Congress,"7,28,540","3,70,096",0.508
1984,Ghazipur,50,GEN,Uttar Pradesh and Uttarakhand,Zainul Basher,Indian National Congress,"7,98,528","4,68,320",0.587
1984,Ghosi,44,GEN,Uttar Pradesh and Uttarakhand,Raj Kumar,Indian National Congress,"7,71,606","4,20,536",0.545
1984,Giridih,46,GEN,Uttar PradeBihar,Sarfraj Ahmed,Indian National Congress,"7,35,849","3,77,359",0.513
1984,Gobichettipalayam,19,SC,Tamil Nadu,Kholandaivelu P.,All India Anna Dravida Munnetra Kazhagam,"7,33,501","5,48,908",0.748
1984,Godda,28,GEN,Uttar PradeBihar,Saminuddin,Indian National Congress,"7,86,972","4,35,994",0.554
1984,Godhra,18,GEN,Gujarat,Jaydeepsinhji,Indian National Congress,"6,62,634","3,52,709",0.532
1984,Gonda,33,GEN,Uttar Pradesh and Uttarakhand,Anand Singh Alias Annu Bhaiya,Indian National Congress,"7,59,335","3,93,981",0.519
1984,Gopalganj,4,GEN,Uttar PradeBihar,Kali Prasad Pandey,Independent,"7,85,919","4,93,043",0.627
1984,Gorakhpur,38,GEN,Uttar Pradesh and Uttarakhand,Madan Pandey,Indian National Congress,"7,00,548","3,81,518",0.545
1984,Gulbarga,2,GEN,Karnataka,Veerenira Patil,Indian National Congress,"7,68,520","4,15,495",0.541
1984,Guna,4,GEN,Uttar Pradesh and Chhattisgarh,Mahendra Singh,Indian National Congress,"7,84,995","3,77,498",0.481
1984,Guntur,15,GEN,Andhra Pradesh,N.G.Ranga,Indian National Congress,"8,96,875","6,04,181",0.674
1984,Gurdaspur,1,GEN,Punjab,Sukhbuns Kaur,Indian National Congress,"7,54,117","5,14,025",0.682
1984,Gwalior,3,GEN,Uttar Pradesh and Chhattisgarh,Madhav Rao Scindia,Indian National Congress,"7,04,433","4,71,068",0.669
1984,Hajipur,8,SC,Uttar PradeBihar,Ram Ratan Ram,Indian National Congress,"8,34,167","5,93,853",0.712
1984,Hamirpur,60,GEN,Uttar Pradesh and Uttarakhand,Swami Prasad Singh,Indian National Congress,"6,72,800","3,89,980",0.58
1984,Hamirpur,4,SC,Himachal Pradesh,Narain Chand,Indian National Congress,"5,90,980","3,91,974",0.663
1984,Hanamkonda,38,GEN,Andhra Pradesh,Chandupatla Janga Reddy,Bharatiya Janta Party,"7,64,721","5,17,559",0.677
1984,Hapur,79,GEN,Uttar Pradesh and Uttarakhand,Kedar Nath,Indian National Congress,"7,68,575","4,63,376",0.603
1984,Hardoi,19,SC,Uttar Pradesh and Uttarakhand,Kindar Lal,Indian National Congress,"7,22,243","3,71,601",0.515
1984,Hardwar,85,SC,Uttar Pradesh and Uttarakhand,Sunder Lal,Indian National Congress,"6,92,463","4,48,654",0.648
1984,Hassan,19,GEN,Karnataka,H. N. Nanjegowda,Indian National Congress,"7,74,758","5,46,793",0.706
1984,Hathras,75,SC,Uttar Pradesh and Uttarakhand,Puran Chand,Indian National Congress,"7,44,969","3,77,037",0.506
1984,Hazaribagh,48,GEN,Uttar PradeBihar,Damodar Pandey,Indian National Congress,"7,94,720","3,80,727",0.479
1984,Hindupur,24,GEN,Andhra Pradesh,K. Ramachandra Reddy,Telugu Desam,"7,90,363","5,67,118",0.718
1984,Hingoli,29,GEN,Maharashtra,Rathode Uttamraoji Baliramji,Indian National Congress,"7,27,842","4,18,207",0.575
1984,Hissar,9,GEN,Haryana,Birinder Singh,Indian National Congress,"7,37,467","4,91,750",0.667
1984,Hooghly,27,GEN,West Bengal,Indumati Bhattacharyya,Indian National Congress,"7,74,719","6,46,867",0.835
1984,Hoshangabad,29,GEN,Uttar Pradesh and Chhattisgarh,Rameshwar Nikhra,Indian National Congress,"6,98,049","4,39,098",0.629
1984,Hoshiarpur,6,GEN,Punjab,Kamal Chudhary,Indian National Congress,"7,80,463","5,18,663",0.665
1984,Howrah,24,GEN,West Bengal,Priya Ranjan Das Munshi,Indian National Congress,"8,99,038","6,89,599",0.767
1984,Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaise,Independent,"7,77,353","5,96,666",0.768
1984,Ichalkaranji,47,GEN,Maharashtra,Mane Balaso Alias Rajaram Shankarrao,Indian National Congress,"7,55,413","5,29,006",0.7
1984,Idukki,14,GEN,Kerala,P. J. Kurian,Indian National Congress,"7,17,790","5,41,206",0.754
1984,Indore,37,GEN,Uttar Pradesh and Chhattisgarh,Prakash Chand Sethi,Indian National Congress,"7,90,468","4,88,546",0.618
1984,Inner Manipur,1,GEN,Manipur,N.Tombi Singh,Indian National Congress,"5,14,101","4,41,797",0.859
1984,Jabalpur,25,GEN,Uttar Pradesh and Chhattisgarh,Ajay Narayan Mushran,Indian National Congress,"7,20,103","4,29,802",0.597
1984,Jadavpur,18,GEN,West Bengal,Mamata Banerjee,Indian National Congress,"8,71,732","6,66,155",0.764
1984,Jagatsinghpur,7,SC,Orissa,Lakshman Mallick,Indian National Congress,"7,78,255","5,56,239",0.715
1984,Jahanabad,41,GEN,Uttar PradeBihar,Ramasharay Pd. Singh,Communist Party Of India,"9,39,919","7,55,148",0.803
1984,Jaipur,6,GEN,Rajasthan,Nawal Kishore Sharma,Indian National Congress,"8,71,295","5,11,855",0.588
1984,Jajpur,4,ST,Orissa,Anadi Charan Das,Indian National Congress,"7,21,932","4,74,541",0.657
1984,Jalaun,62,SC,Uttar Pradesh and Uttarakhand,Lachhi Ram,Indian National Congress,"7,32,228","3,81,519",0.521
1984,Jalesar,70,GEN,Uttar Pradesh and Uttarakhand,Kailash Chandra Yadav,Indian National Congress,"6,87,471","3,91,562",0.57
1984,Jalgaon,17,GEN,Maharashtra,Mahajan Yadav Shivram,Indian National Congress,"7,59,154","4,66,488",0.615
1984,Jalna,32,GEN,Maharashtra,Balasaheb Ramrao Pawar,Indian National Congress,"7,81,442","4,12,640",0.528
1984,Jalore,22,GEN,Rajasthan,Buta Singh,Indian National Congress,"8,35,714","4,40,491",0.527
1984,Jalpaiguri,3,SC,West Bengal,Manik Sanyal,Communist Party Of India MARXIST,"7,47,874","5,80,864",0.777
1984,Jammu,6,GEN,Jammu & Kashmir,Janak Raj Gupta,Indian National Congress,"8,11,828","5,76,390",0.71
1984,Jamnagar,3,GEN,Gujarat,Jadeja Daulatsinh Partap Sinh,Indian National Congress,"6,39,311","3,53,591",0.553
1984,Jamshedpur,50,GEN,Uttar PradeBihar,Gopeshwar,Indian National Congress,"7,52,702","4,43,298",0.589
1984,Jangipur,8,GEN,West Bengal,Abedin Zainal,Communist Party Of India MARXIST,"7,74,538","5,98,478",0.773
1984,Janjgir,14,GEN,Uttar Pradesh and Chhattisgarh,Prabhat Kumar Mishra,Indian National Congress,"7,22,845","3,78,143",0.523
1984,Jaunpur,48,GEN,Uttar Pradesh and Uttarakhand,Kamala Prasad Singh,Indian National Congress,"7,60,090","4,40,252",0.579
1984,Jhabua,39,ST,Uttar Pradesh and Chhattisgarh,Dileep Singh Bhurio,Indian National Congress,"6,68,183","3,52,673",0.528
1984,Jhalawar,15,GEN,Rajasthan,Jujharsingh,Indian National Congress,"7,00,480","4,02,166",0.574
1984,Jhanjharpur,14,GEN,Uttar PradeBihar,Gauri Shankar Rajhans,Indian National Congress,"7,82,753","5,89,464",0.753
1984,Jhansi,61,GEN,Uttar Pradesh and Uttarakhand,Sujan Singh Bundela,Indian National Congress,"7,73,224","4,73,784",0.613
1984,Jhargram,33,ST,West Bengal,Motilal Hansda,Communist Party Of India MARXIST,"7,46,406","5,88,420",0.788
1984,Jhunjhunu,4,GEN,Rajasthan,Mohd. Ayub Khan,Indian National Congress,"8,87,702","5,63,921",0.635
1984,Jodhpur,24,GEN,Rajasthan,Ashok Gehlot,Indian National Congress,"8,55,909","4,70,880",0.55
1984,Jorhat,12,GEN,Assam,Parag Chaliha,Independent,"7,26,711","5,25,440",0.723
1984,Joynagar,15,GEN,West Bengal,Sant Kumar Mandal,Revolutionary Socialist Party,"7,62,924","6,11,190",0.801
1984,Jullundur,4,SC,Punjab,Rajinder Singh Sparrow,Indian National Congress,"7,57,112","5,06,310",0.669
1984,Junagadh,6,GEN,Gujarat,Patel Mohanbhai Laljibhai,Indian National Congress,"6,93,720","3,68,407",0.531
1984,Kaira,19,ST,Gujarat,Ajitsinh Fulsinhji Dyabhai,Indian National Congress,"7,41,211","4,55,322",0.614
1984,Kairana,83,GEN,Uttar Pradesh and Uttarakhand,Akhtar Hasan,Indian National Congress,"7,02,980","4,54,995",0.647
1984,Kaiserganj,30,GEN,Uttar Pradesh and Uttarakhand,Rana Vir Singh,Indian National Congress,"7,24,076","3,46,696",0.479
1984,Kakinada,7,GEN,Andhra Pradesh,Thota Gopala Krishna,Telugu Desam,"8,04,480","5,80,660",0.722
1984,Kalahandi,14,GEN,Orissa,Jagannath Patnaik,Indian National Congress,"6,31,264","3,37,995",0.535
1984,Kaliabor,11,GEN,Assam,Bhadreswar Tanti,Independent,"7,93,121","6,05,728",0.764
1984,Kanakapura,11,GEN,Karnataka,M. V. Chandrashekara Murthy,Indian National Congress,"9,03,602","6,52,044",0.722
1984,Kanara,22,SC,Karnataka,G. Devaray Naik,Indian National Congress,"7,32,187","4,86,027",0.664
1984,Kangra,3,GEN,Himachal Pradesh,Chandresh Kumari,Indian National Congress,"5,68,075","3,81,100",0.671
1984,Kanker,19,ST,Uttar Pradesh and Chhattisgarh,Arvind Netam,Indian National Congress,"6,56,383","3,51,127",0.535
1984,Kannauj,67,GEN,Uttar Pradesh and Uttarakhand,Sheila Dixit,Indian National Congress,"7,46,090","4,88,138",0.654
1984,Kanpur,65,GEN,Uttar Pradesh and Uttarakhand,Naresh Chandra Chaturvedi,Indian National Congress,"6,72,538","3,81,572",0.567
1984,Kapadvanj,16,GEN,Gujarat,Solanki Nataversingh Kesarisinghji,Indian National Congress,"7,44,151","4,59,130",0.617
1984,Karad,45,GEN,Maharashtra,Chavan Premalabai Dajisaheb,Indian National Congress,"7,58,980","4,27,947",0.564
1984,Karimganj,1,SC,Assam,Sudarsan Das,Indian Congress SOCIALIST,"6,77,521","5,13,271",0.758
1984,Karimnagar,37,GEN,Andhra Pradesh,Juvvadi Chokkarao,Indian National Congress,"8,36,463","4,96,088",0.593
1984,Karnal,3,SC,Haryana,Chiranji Lal,Indian National Congress,"7,46,675","5,16,886",0.692
1984,Karol Bagh,7,GEN,Delhi [1977 Onwards],Sunderwati Nawal Prabhakar,Indian National Congress,"3,31,628","2,22,467",0.671
1984,Karur,26,GEN,Tamil Nadu,Murugaiah A. R.,Indian National Congress,"8,17,972","6,31,922",0.773
1984,Kasaragod,1,GEN,Kerala,I. Rama Rai,Indian National Congress,"7,45,222","5,82,565",0.782
1984,Katihar,25,GEN,Uttar PradeBihar,Tariq Anwar,Indian National Congress,"6,72,232","4,70,487",0.7
1984,Katwa,40,GEN,West Bengal,Saifuddin Chowdhury,Communist Party Of India MARXIST,"8,00,536","6,62,481",0.828
1984,Kendrapara,5,ST,Orissa,Bijayananda Pattnaik,Janta Party,"7,33,910","5,16,539",0.704
1984,Keonjhar,21,ST,Orissa,Harinder Soren,Indian National Congress,"6,78,101","3,26,005",0.481
1984,Khagaria,31,GEN,Uttar PradeBihar,Chandra Shekhar Prasad Verma,Indian National Congress,"7,65,769","4,90,839",0.641
1984,Khajuraho,6,GEN,Uttar Pradesh and Chhattisgarh,Chaturvedi Vidyawati,Indian National Congress,"8,27,715","4,88,816",0.591
1984,Khalilabad,36,GEN,Uttar Pradesh and Uttarakhand,Chandra Shekhar,Indian National Congress,"7,82,374","4,66,173",0.596
1984,Khammam,40,GEN,Andhra Pradesh,Jalagam Vengala Rao,Indian National Congress,"7,92,890","5,96,809",0.753
1984,Khandwa,34,GEN,Uttar Pradesh and Chhattisgarh,Kalicharan Ramratan,Indian National Congress,"6,77,218","4,39,239",0.649
1984,Khargone,35,GEN,Uttar Pradesh and Chhattisgarh,Subhash Yadav,Indian National Congress,"6,63,149","4,46,135",0.673
1984,Khed,41,SC,Maharashtra,Ramkrishna More,Indian National Congress,"6,93,984","4,54,500",0.655
1984,Kheri,15,GEN,Uttar Pradesh and Uttarakhand,Usha Kumari,Indian National Congress,"7,69,692","3,97,123",0.516
1984,Khunti,52,ST,Uttar PradeBihar,Simon Tigga,Indian National Congress,"6,25,719","2,47,762",0.396
1984,Khurja,77,SC,Uttar Pradesh and Uttarakhand,Veer Sen,Indian National Congress,"7,14,153","3,68,078",0.515
1984,Kishanganj,23,GEN,Uttar PradeBihar,Jamilur Rahman,Indian National Congress,"7,98,096","4,44,904",0.558
1984,Kodarma,45,GEN,Uttar PradeBihar,Tilak Dhari Singh,Indian National Congress,"7,66,871","3,66,462",0.478
1984,Kokrajhar,5,ST,Assam,Samar Brahma Choudhury,Plains Tribals Council Of Assam,"7,33,958","6,44,220",0.878
1984,Kolaba,3,GEN,Maharashtra,D. B. Patil,Peasants & Workers Party,"7,06,929","4,74,636",0.671
1984,Kolar,10,GEN,Karnataka,V. Venkatesh,Janta Party,"7,14,137","4,71,506",0.66
1984,Kolhapur,48,GEN,Maharashtra,Gaikwad Udaysingrao Nanasaheb,Indian National Congress,"7,37,957","4,33,988",0.588
1984,Kopargaon,40,GEN,Maharashtra,Vikhe Eknathrao Alias Balesaheb Vithalrao,Indian National Congress,"6,69,507","3,92,325",0.586
1984,Koppal,4,SC,Karnataka,H. G. Ramulu,Indian National Congress,"7,77,786","4,82,718",0.621
1984,Koraput,12,ST,Orissa,Gridhar Gomango,Indian National Congress,"6,79,722","2,36,565",0.348
1984,Kota,14,GEN,Rajasthan,Shanti Kumar Dhariwal,Indian National Congress,"7,21,248","4,46,795",0.62
1984,Kottayam,13,GEN,Kerala,Suresh Kurup,Communist Party Of India MARXIST,"6,95,101","5,59,836",0.805
1984,Krishnagar,11,GEN,West Bengal,Renu Pada Das,Communist Party Of India MARXIST,"7,30,764","6,11,946",0.837
1984,Krishnagiri,14,GEN,Tamil Nadu,K. Ramamurthi,Indian National Congress,"7,24,417","5,03,872",0.696
1984,Kurnool,26,GEN,Andhra Pradesh,Erasu Ayyapu Reddy,Telugu Desam,"7,57,612","5,21,508",0.688
1984,Kurukshetra,2,GEN,Haryana,Harpal Singh,Indian National Congress,"7,27,716","5,16,555",0.71
1984,Kutch,1,SC,Gujarat,Ushaben Raghavji Thakkar,Indian National Congress,"5,57,750","3,07,528",0.551
1984,Ladakh,4,GEN,Jammu & Kashmir,Phuntsog Namgyal,Indian National Congress,"89,717","61,264",0.683
1984,Lakhimpur,14,GEN,Assam,Gakul Saikia,Independent,"7,27,183","5,31,880",0.731
1984,Lakshadweep,1,ST,Lakshadweep,Mohammad Sayeed Padannatha,Indian National Congress,"21,964","19,105",0.87
1984,Lalganj,46,SC,Uttar Pradesh and Uttarakhand,Ramdhan,Indian National Congress,"8,26,179","4,24,085",0.513
1984,Latur,35,GEN,Maharashtra,Patil Shivraj Vishwanath,Indian National Congress,"7,54,786","5,45,382",0.723
1984,Lohardaga,53,ST,Uttar PradeBihar,Sumati Oraon,Indian National Congress,"6,78,981","2,73,347",0.403
1984,Lucknow,20,GEN,Uttar Pradesh and Uttarakhand,Sheila Kaul,Indian National Congress,"7,54,460","3,08,793",0.409
1984,Ludhiana,9,SC,Punjab,Mewa Singh,Shiromani Akali Dal,"9,16,363","5,87,157",0.641
1984,Machhlishahr,47,GEN,Uttar Pradesh and Uttarakhand,Sripati,Indian National Congress,"7,70,722","4,10,829",0.533
1984,Machilipatnam,12,GEN,Andhra Pradesh,Sambasivarao Kuvuru,Indian National Congress,"7,41,415","5,54,220",0.748
1984,Madhepura,21,GEN,Uttar PradeBihar,Mahabir Prasad Yadav,Indian National Congress,"8,36,565","5,57,547",0.667
1984,Madhubani,13,GEN,Uttar PradeBihar,Abdul Hannan An,Indian National Congress,"8,46,577","5,76,056",0.681
1984,Madras Central,2,GEN,Tamil Nadu,Kalanidhi A.,Dravida Munetra Kazhagam,"8,62,989","5,53,558",0.641
1984,Madras North,1,SC,Tamil Nadu,N.V.N.Somu,Dravida Munetra Kazhagam,"9,91,099","5,08,744",0.513
1984,Madras South,3,GEN,Tamil Nadu,Vyjayanthimala,Indian National Congress,"10,18,795","6,70,757",0.658
1984,Madurai,24,GEN,Tamil Nadu,Subburaman A.G.,Indian National Congress,"8,56,315","6,07,638",0.71
1984,Mahabubnagar,29,GEN,Andhra Pradesh,Sudini Jaipal Reddy,Janta Party,"8,45,699","5,44,525",0.644
1984,Maharajganj,6,GEN,Uttar PradeBihar,Krishnapratap Singh,Indian National Congress,"8,18,305","4,09,900",0.501
1984,Maharajganj,39,GEN,Uttar Pradesh and Uttarakhand,Jitendra Singh,Indian National Congress,"7,15,620","4,56,876",0.638
1984,Mahasamund,18,GEN,Uttar Pradesh and Chhattisgarh,Vidyacharan Shukla,Indian National Congress,"6,81,455","4,28,954",0.63
1984,Mahendragarh,7,GEN,Haryana,Birender Singh,Indian National Congress,"8,55,878","6,06,971",0.709
1984,Mainpuri,69,GEN,Uttar Pradesh and Uttarakhand,Balram Singh Yadav,Indian National Congress,"7,08,050","4,35,670",0.615
1984,Malda,7,GEN,West Bengal,Abu Barkat Ataul Ghani Khan Choudhury,Indian National Congress,"7,16,971","5,97,612",0.834
1984,Malegaon,13,GEN,Maharashtra,Bhoye Sitaram Sayaji,Indian National Congress,"7,05,668","3,94,658",0.559
1984,Mandi,2,GEN,Himachal Pradesh,Sukh Ram,Indian National Congress,"5,89,790","3,39,184",0.575
1984,Mandla,24,ST,Uttar Pradesh and Chhattisgarh,Mohan Lal,Indian National Congress,"6,09,529","3,01,987",0.495
1984,Mandsaur,40,GEN,Uttar Pradesh and Chhattisgarh,Balkavi Bairagi Nandramdas Dwarkadas,Indian National Congress,"7,67,994","5,50,510",0.717
1984,Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress,"7,04,976","4,08,989",0.58
1984,Mandya,14,GEN,Karnataka,K. V. Shankaragowda,Janta Party,"7,22,855","5,57,529",0.771
1984,Mangaldoi,8,GEN,Assam,Saifuddin Akmed,Independent,"7,87,076","6,50,379",0.826
1984,Mangalore,17,GEN,Karnataka,Janardhana Poojary,Indian National Congress,"6,70,001","4,89,684",0.731
1984,Manjeri,5,GEN,Kerala,Ebrahim Sulaman Sait,Muslim Leage,"7,36,698","5,70,262",0.774
1984,Mathura,74,GEN,Uttar Pradesh and Uttarakhand,Manvendra Singh,Indian National Congress,"7,27,822","4,54,005",0.624
1984,Mathurapur,16,GEN,West Bengal,Manoranjan Halder,Indian National Congress,"7,34,234","5,99,672",0.817
1984,Mavelikara,16,SC,Kerala,Thampan Thomas,Janta Party,"6,73,469","5,03,109",0.747
1984,Mayiladuturai,29,SC,Tamil Nadu,Pakeer Mohamed E.S.M.,Indian National Congress,"7,21,157","5,78,288",0.802
1984,Mayurbhanj,1,GEN,Orissa,Sidhalal Murmu,Indian National Congress,"6,30,339","3,11,068",0.494
1984,Medak,33,GEN,Andhra Pradesh,P.Manik Reddy,Telugu Desam,"8,29,933","5,61,154",0.676
1984,Meerut,80,GEN,Uttar Pradesh and Uttarakhand,Mohsina Kidwai,Indian National Congress,"7,44,181","4,81,462",0.647
1984,Mehsana,12,GEN,Gujarat,A.K.Patel,Bharatiya Janta Party,"7,61,766","5,54,675",0.728
1984,Midnapore,32,GEN,West Bengal,Narayan Choubey,Communist Party Of India,"7,61,479","6,09,529",0.801
1984,Miryalguda,42,GEN,Andhra Pradesh,Bhimreddy Narsimha Reddy,Communist Party Of India MARXIST,"8,46,549","6,15,229",0.727
1984,Mirzapur,54,GEN,Uttar Pradesh and Uttarakhand,Uma Kant Mishra,Indian National Congress,"7,81,816","4,14,180",0.53
1984,Misrikh,18,SC,Uttar Pradesh and Uttarakhand,Sankata Prasad,Indian National Congress,"7,22,288","3,73,275",0.517
1984,Mizoram,1,ST,Mizoram,Lal Dohama,Indian National Congress,"2,55,676",0,0
1984,Mohanlalganj,21,SC,Uttar Pradesh and Uttarakhand,Jagannath Pd.,Indian National Congress,"6,98,491","3,49,917",0.501
1984,Monghyr,32,GEN,Uttar PradeBihar,Devendra Pd. Yadav,Indian National Congress,"8,62,284","5,50,090",0.638
1984,Moradabad,7,GEN,Uttar Pradesh and Uttarakhand,Hafiz Mohd. Siddique,Indian National Congress,"6,70,189","4,05,931",0.606
1984,Morena,1,SC,Uttar Pradesh and Chhattisgarh,Kammodilal Jatav,Indian National Congress,"7,40,577","3,35,973",0.454
1984,Mormugao,2,GEN,"Goa, Daman And Diu",Eduardo Faleiro,Indian National Congress,"2,95,555","2,08,454",0.705
1984,Motihari,3,GEN,Uttar PradeBihar,Prabhawati Gupta,Indian National Congress,"7,89,198","4,34,105",0.55
